Free Agents  Season  CBS Average Projections Scoring Stats
Player,Opp,Bye,FG,FGB,FL,MFG,MXP,Pa2P,PaInt,PaTD,PaYd,Re2P,ReTD,ReYd,Recpt,Ru2P,RuTD,RuYd,XP,XPB,FPTS,
Aaron Dobson WR | NE ,@MIA,10,0,0,0,0,0,0,0,0,0,0,3.5,481.0,35.5,0,0,0,0,0,97.50
Steve Johnson WR | SF ,@DAL,8,0,0,1.0,0,0,0,0,0,0,0,2.5,524.5,40.0,0,0,0,0,0,97.00
Brent Celek TE | PHI,JAC,7,0,0,0.5,0,0,0,0,0,0,0,3.5,464.5,38.0,0,0,0,0,0,97.00
Lance Dunbar RB | DAL ,SF,11,0,0,0,0,0,0,0,0,0,0,1.0,294.5,34.5,0,1.5,322.0,0,0,95.50
Brian Quick WR | STL ,MIN,4,0,0,0,0,0,0,0,0,0,0,3.0,492.0,36.0,0,0,0,0,0,95.00
Davante Adams WR | GB ,@SEA,9,0,0,1.0,0,0,0,0,0,0,0,3.5,501.5,32.5,0,0,4.5,0,0,94.50
Chris Ivory RB | NYJ ,OAK,11,0,0,1.5,0,0,0,0,0,0,0,0,16.0,3.0,0,5.0,695.0,0,0,93.00
Denarius Moore WR | OAK ,@NYJ,5,0,0,1.5,0,0,0,0,0,0,0,3.0,524.0,32.5,0,0,37.0,0,0,92.50
Khiry Robinson RB | NO ,@ATL,6,0,0,0,0,0,0,0,0,0,0,0.5,108.0,14.0,0,5.0,495.0,0,0,92.00
Jermaine Gresham TE | CIN,@BAL,4,0,0,1.5,0,0,0,0,0,0,0,3.5,432.5,38.0,0,0,0,0,0,92.00
Jonathan Grimes RB | HOU ,WAS,10,0,0,1.0,0,0,0,0,0,0,0,0.5,120.0,16.0,0,4.5,510.5,0,0,92.00
Matt Cassel QB | MIN ,@STL,10,0,0,1.0,0,0,0,7.0,9.0,1535.0,0,0,0,0,0,0,38.0,0,0,91.00
Chris Givens WR | STL ,MIN,4,0,0,0.5,0,0,0,0,0,0,0,2.0,519.0,36.0,0,0,0,0,0,91.00
Levine Toilolo TE | ATL,NO,9,0,0,0,0,0,0,0,0,0,0,4.0,422.5,32.5,0,0,0,0,0,90.50
Roy Helu RB | WAS ,@HOU,10,0,0,1.0,0,0,0,0,0,0,0,0.5,296.5,37.0,0,1.0,327.5,0,0,90.00
Brandon Gibson WR | MIA,NE,5,0,0,0,0,0,0,0,0,0,0,2.0,452.5,39.0,0,0,0,0,0,88.00
Ronnie Hillman RB | DEN ,IND,4,0,0,1.0,0,0,0,0,0,0,0,1.0,156.0,18.0,0,4.0,424.0,0,0,87.00
Brandon LaFell WR | NE ,@MIA,10,0,0,0.5,0,0,0,0,0,0,0,2.5,480.0,31.5,0,0,0,0,0,86.50
Eddie Royal WR | SD ,@ARI,10,0,0,0.5,0,0,0,0,0,0,0,1.0,491.0,38.5,0,0,22.0,0,0,85.50
Zach Miller TE | SEA,GB,4,0,0,0,0,0,0,0,0,0,0,4.0,371.5,31.5,0,0,0,0,0,85.50
Cole Beasley WR | DAL,SF,11,0,0,0,0,0,0,0,0,0,0,2.5,407.0,37.0,0,0,0,0,0,85.00
Benny Cunningham RB | STL ,MIN,4,0,0,0.5,0,0,0,0,0,0,0,0.5,94.0,13.5,0,3.5,513.0,0,0,84.50
Jarvis Landry WR | MIA,NE,5,0,0,0.5,0,0,0,0,0,0,0,3.0,428.0,33.5,0,0,1.5,0,0,84.50
